row,Txn Date,Description,Transfer To/From,Ref No./Cheque No.,Debit,Credit,Balance,Class
62,29/12/2022,Movies,true,3929605567078,4278.14,0.00,657593.46,Important
63,29/12/2022,Kids,true,3403505783975,3154.42,0.00,654439.04,Non-important
64,29/12/2022,Automotive,false,3992847501479,0.00,479.90,654918.94,Non-important
65,29/12/2022,Shoes,false,3464748689235,0.00,1833.91,656752.85,Important
66,29/12/2022,Clothing,false,3415665250836,0.00,2508.77,659261.62,Essential
67,29/12/2022,Books,false,3317023515556,0.00,566.95,659828.57,Non-Essential
68,29/12/2022,Books,true,3419113112197,1387.54,0.00,658441.03,Important
69,29/12/2022,Tools,false,3076482846831,0.00,2952.08,661393.11,Essential
70,29/12/2022,Movies,false,3183307703765,0.00,2136.76,663529.87,Non-Essential
71,30/12/2022,Movies,true,3308004020520,1368.61,0.00,662161.26,Essential
72,30/12/2022,Movies,true,3463032196528,473.11,0.00,661688.15,Non-important
73,30/12/2022,Outdoors,false,3356553805024,0.00,2953.94,664642.09,Non-important
74,30/12/2022,Kids,true,3441042294957,3691.64,0.00,660950.45,Essential
75,31/12/2022,Kids,true,3279242799538,4511.90,0.00,656438.55,Non-Essential
76,31/12/2022,Garden,true,3713750921834,1494.48,0.00,654944.07,Non-Essential
77,31/12/2022,Books,false,3417406859122,0.00,1910.69,656854.76,Important
78,31/12/2022,Computers,true,3136524322955,4940.44,0.00,651914.32,Non-important
79,31/12/2022,Outdoors,false,3463158425413,0.00,2825.03,654739.35,Non-important
80,31/12/2022,Industrial,true,3802469166134,3124.85,0.00,651614.50,Important
81,31/12/2022,Outdoors,false,3205632138679,0.00,2554.47,654168.97,Important
82,31/12/2022,Tools,true,3962795980710,4260.57,0.00,649908.40,Essential
83,31/12/2022,Tools,true,3519141159623,977.91,0.00,648930.49,Non-Essential
84,31/12/2022,Shoes,true,3441351385590,84.39,0.00,648846.10,Essential
85,31/12/2022,Garden,true,3786548756261,3104.49,0.00,645741.61,Non-important
86,31/12/2022,Tools,false,3365499869646,0.00,1557.82,647299.43,Non-important
87,01/01/2023,Jewelry,true,3075727332651,2379.44,0.00,644919.99,Important
88,01/01/2023,Computers,true,3461594609906,725.29,0.00,644194.70,Non-Essential
89,01/01/2023,Tools,true,3422864900017,4844.75,0.00,639349.95,Non-important
90,01/01/2023,Clothing,true,3808567667500,472.15,0.00,638877.80,Essential
91,01/01/2023,Home,false,3084687121284,0.00,2495.25,641373.05,Essential
92,01/01/2023,Garden,false,3998323590449,0.00,1244.35,642617.40,Essential
93,01/01/2023,Sports,false,3230378432479,0.00,2379.24,644996.64,Non-Essential
94,01/01/2023,Baby,true,3729203416563,4507.50,0.00,640489.14,Essential
95,01/01/2023,Outdoors,false,3427373288481,0.00,2403.58,642892.72,Non-Essential
96,01/01/2023,Home,true,3379445361765,4577.42,0.00,638315.30,Essential
97,01/01/2023,Beauty,true,3175489454513,1942.85,0.00,636372.45,Important
98,01/01/2023,Garden,false,3982707547052,0.00,742.79,637115.24,Non-Essential
99,01/01/2023,Kids,true,3730439686161,4454.21,0.00,632661.03,Important
100,02/01/2023,Sports,false,3707706255177,0.00,1499.29,634160.32,Important
101,02/01/2023,Kids,true,3451166640191,1505.10,0.00,632655.22,Important
102,02/01/2023,Computers,true,3613190914451,4887.58,0.00,627767.64,Important
103,02/01/2023,Sports,true,3329298148073,2494.58,0.00,625273.06,Non-important
104,02/01/2023,Grocery,true,3310752240223,3447.19,0.00,621825.87,Important
105,02/01/2023,Jewelry,false,3736580712415,0.00,85.44,621911.31,Non-Essential
106,02/01/2023,Grocery,true,3421905246816,638.33,0.00,621272.98,Essential
107,02/01/2023,Beauty,true,3817499765675,1389.42,0.00,619883.56,Essential
108,02/01/2023,Home,false,3875860608506,0.00,1078.59,620962.15,Non-Essential
109,02/01/2023,Computers,false,3471663980156,0.00,1960.50,622922.65,Non-Essential
110,02/01/2023,Shoes,true,3681969505188,1361.41,0.00,621561.24,Important
111,02/01/2023,Kids,true,3198647175042,3163.71,0.00,618397.53,Non-Essential
112,02/01/2023,Toys,false,3477726276752,0.00,728.62,619126.15,Non-important
113,02/01/2023,Books,false,3136509159097,0.00,547.89,619674.04,Important
114,02/01/2023,Electronics,false,3124414434444,0.00,2092.16,621766.20,Important
115,02/01/2023,Clothing,false,3312078268917,0.00,1704.44,623470.64,Non-Essential
116,02/01/2023,Health,true,3946320509250,3534.24,0.00,619936.40,Non-Essential
117,03/01/2023,Health,true,3769523971250,1685.21,0.00,618251.19,Non-Essential
118,03/01/2023,Clothing,false,3438698167659,0.00,1910.83,620162.02,Non-Essential
119,03/01/2023,Health,false,3028664484946,0.00,2011.25,622173.27,Essential
120,03/01/2023,Automotive,false,3897124241928,0.00,2136.61,624309.88,Essential
121,03/01/2023,Industrial,true,3341113213643,2851.89,0.00,621457.99,Non-important
122,03/01/2023,Automotive,false,3082276366994,0.00,2915.82,624373.81,Important
123,03/01/2023,Electronics,true,3730503353978,1966.73,0.00,622407.08,Essential
124,03/01/2023,Movies,true,3490126778297,1637.84,0.00,620769.24,Essential
125,03/01/2023,Kids,false,3246459893072,0.00,1110.20,621879.44,Essential
126,03/01/2023,Industrial,false,3560610849637,0.00,370.08,622249.52,Non-Essential
127,03/01/2023,Health,false,3933012676958,0.00,17.63,622267.15,Non-Essential
128,03/01/2023,Grocery,true,3188926068466,736.38,0.00,621530.77,Essential
129,03/01/2023,Automotive,false,3773750352495,0.00,1441.44,622972.21,Important
130,03/01/2023,Health,true,3527330235667,499.26,0.00,622472.95,Non-important
131,03/01/2023,Computers,false,3903562342316,0.00,1513.90,623986.85,Non-Essential
132,04/01/2023,Movies,false,3659390182692,0.00,740.76,624727.61,Non-important
133,04/01/2023,Sports,false,3050924833617,0.00,1900.81,626628.42,Important
134,04/01/2023,Home,true,3181453130613,273.97,0.00,626354.45,Non-important
135,04/01/2023,Baby,false,3539525446042,0.00,2576.02,628930.47,Essential
136,04/01/2023,Automotive,true,3854269201320,797.37,0.00,628133.10,Essential
137,04/01/2023,Home,true,3014777560869,2811.66,0.00,625321.44,Non-important
138,04/01/2023,Baby,false,3986113413251,0.00,603.95,625925.39,Important
139,04/01/2023,Jewelry,true,3180746345551,12.63,0.00,625912.76,Non-important
140,04/01/2023,Books,true,3611938096801,3888.68,0.00,622024.08,Important
141,04/01/2023,Kids,false,3209142625122,0.00,2294.71,624318.79,Important
142,04/01/2023,Garden,true,3529557079237,584.81,0.00,623733.98,Essential
143,04/01/2023,Jewelry,true,3515812468710,748.96,0.00,622985.02,Non-Essential
144,05/01/2023,Garden,true,3674577703115,4114.25,0.00,618870.77,Non-important
145,05/01/2023,Health,false,3195366570375,0.00,2919.76,621790.53,Non-important
146,05/01/2023,Garden,true,3961833640304,1302.39,0.00,620488.14,Essential
147,05/01/2023,Games,false,3839203689172,0.00,1567.07,622055.21,Non-important
148,05/01/2023,Clothing,true,3892757942050,3031.43,0.00,619023.78,Essential
149,05/01/2023,Garden,true,3381444556025,737.51,0.00,618286.27,Non-important
150,05/01/2023,Movies,true,3915028739209,36.61,0.00,618249.66,Non-important
151,05/01/2023,Games,false,3918482080586,0.00,497.61,618747.27,Important
152,05/01/2023,Outdoors,false,3388201618823,0.00,2952.82,621700.09,Important
153,05/01/2023,Movies,false,3489432145065,0.00,2566.72,624266.81,Non-important
154,05/01/2023,Movies,false,3413567941372,0.00,2047.60,626314.41,Non-Essential
155,06/01/2023,Shoes,true,3858416126098,897.88,0.00,625416.53,Non-important
156,06/01/2023,Garden,false,3696313613503,0.00,1180.82,626597.35,Essential
157,06/01/2023,Jewelry,false,3767843682168,0.00,2542.98,629140.33,Important
158,06/01/2023,Baby,false,3792269827186,0.00,2568.63,631708.96,Non-Essential
159,06/01/2023,Beauty,true,3840147943283,1117.89,0.00,630591.07,Essential
160,06/01/2023,Sports,false,3446525328291,0.00,113.70,630704.77,Essential
161,06/01/2023,Shoes,false,3138299710408,0.00,1242.37,631947.14,Important
162,06/01/2023,Automotive,false,3305079013680,0.00,723.30,632670.44,Non-important
163,06/01/2023,Shoes,true,3377156590511,218.22,0.00,632452.22,Non-Essential
164,06/01/2023,Toys,false,3684587512505,0.00,2600.98,635053.20,Important
165,06/01/2023,Clothing,true,3088848913340,3705.37,0.00,631347.83,Non-Essential
166,06/01/2023,Outdoors,true,3157749488254,3425.10,0.00,627922.73,Non-Essential
167,07/01/2023,Kids,true,3793258943322,1362.01,0.00,626560.72,Essential
168,07/01/2023,Health,true,3479120500227,468.16,0.00,626092.56,Important
169,07/01/2023,Grocery,false,3969865717607,0.00,509.38,626601.94,Essential
170,07/01/2023,Music,true,3314922255473,1728.99,0.00,624872.95,Important
171,07/01/2023,Toys,false,3238357508773,0.00,2202.50,627075.45,Non-important
172,07/01/2023,Baby,false,3425301550667,0.00,2617.80,629693.25,Essential
173,07/01/2023,Computers,false,3900629373707,0.00,2697.69,632390.94,Important
174,07/01/2023,Automotive,false,3076775325707,0.00,1981.49,634372.43,Non-important
175,07/01/2023,Jewelry,true,3501929769452,4816.08,0.00,629556.35,Important
176,07/01/2023,Health,true,3873802440058,3883.44,0.00,625672.91,Non-important
177,07/01/2023,Kids,true,3256567078891,2079.22,0.00,623593.69,Non-Essential
178,08/01/2023,Automotive,true,3099124729851,1844.01,0.00,621749.68,Non-important
179,08/01/2023,Movies,false,3162400559189,0.00,2517.94,624267.62,Non-important
180,08/01/2023,Tools,false,3646733121659,0.00,1370.75,625638.37,Non-Essential
181,08/01/2023,Jewelry,false,3756501128852,0.00,192.90,625831.27,Non-important
182,08/01/2023,Movies,false,3466941774482,0.00,1055.24,626886.51,Non-important
183,08/01/2023,Shoes,false,3148524647601,0.00,683.29,627569.80,Essential
184,08/01/2023,Clothing,false,3009723975172,0.00,2409.22,629979.02,Important
185,08/01/2023,Clothing,true,3493792511420,2367.49,0.00,627611.53,Non-important
186,08/01/2023,Baby,true,3810380924462,1315.14,0.00,626296.39,Essential
187,08/01/2023,Toys,true,3161665293455,4229.31,0.00,622067.08,Essential
188,08/01/2023,Kids,false,3140326306226,0.00,2775.39,624842.47,Non-Essential
189,09/01/2023,Jewelry,true,3813747683243,4713.59,0.00,620128.88,Important
190,09/01/2023,Grocery,false,3087350354882,0.00,2125.44,622254.32,Non-Essential
191,09/01/2023,Industrial,true,3226263661979,2006.44,0.00,620247.88,Essential
192,09/01/2023,Tools,true,3305221402985,719.75,0.00,619528.13,Non-Essential
193,09/01/2023,Tools,true,3209015204769,1491.12,0.00,618037.01,Non-important
194,09/01/2023,Shoes,true,3030854923242,4049.67,0.00,613987.34,Non-important
195,09/01/2023,Shoes,true,3123048230898,1517.35,0.00,612469.99,Non-Essential
196,10/01/2023,Sports,false,3012061489059,0.00,2631.96,615101.95,Non-Essential
197,10/01/2023,Garden,false,3793708929560,0.00,320.05,615422.00,Essential
198,10/01/2023,Baby,true,3291452969492,566.45,0.00,614855.55,Non-important
199,10/01/2023,Jewelry,true,3532214251150,719.08,0.00,614136.47,Essential
200,10/01/2023,Outdoors,false,3307147331551,0.00,1110.66,615247.13,Non-important
201,10/01/2023,Shoes,true,3014210318301,1414.77,0.00,613832.36,Important
202,10/01/2023,Baby,true,3570290627583,2005.83,0.00,611826.53,Important
203,10/01/2023,Automotive,true,3229496450964,3283.40,0.00,608543.13,Important
204,10/01/2023,Toys,true,3697594935093,3241.90,0.00,605301.23,Non-important
205,10/01/2023,Books,true,3432982997703,3055.86,0.00,602245.37,Non-important
206,10/01/2023,Sports,true,3295537868130,583.27,0.00,601662.10,Non-important
207,10/01/2023,Shoes,false,3158782681594,0.00,59.85,601721.95,Important
208,10/01/2023,Grocery,true,3236900201022,1393.17,0.00,600328.78,Essential
209,10/01/2023,Books,true,3595535359081,2426.97,0.00,597901.81,Non-important
210,11/01/2023,Jewelry,true,3513899871688,4525.56,0.00,593376.25,Non-important
211,11/01/2023,Music,false,3087117743823,0.00,1272.62,594648.87,Essential
212,11/01/2023,Movies,true,3429418878999,4959.42,0.00,589689.45,Important
213,11/01/2023,Movies,true,3156502419105,2899.59,0.00,586789.86,Non-important
214,11/01/2023,Books,true,3221993473150,3665.74,0.00,583124.12,Non-Essential
215,11/01/2023,Sports,false,3478438649357,0.00,2864.33,585988.45,Essential
216,11/01/2023,Jewelry,false,3858761132834,0.00,7.20,585995.65,Non-important
217,11/01/2023,Electronics,false,3919378959243,0.00,2593.72,588589.37,Essential
218,11/01/2023,Electronics,true,3278330285125,3387.00,0.00,585202.37,Important
219,11/01/2023,Home,false,3445234240695,0.00,2632.36,587834.73,Essential
220,11/01/2023,Games,false,3116540959009,0.00,2384.14,590218.87,Non-Essential
221,11/01/2023,Industrial,true,3915564354445,317.93,0.00,589900.94,Essential
222,12/01/2023,Electronics,true,3650768210065,4993.89,0.00,584907.05,Non-Essential
223,12/01/2023,Books,true,3534823460140,2445.20,0.00,582461.85,Essential
224,12/01/2023,Music,false,3361794564682,0.00,2990.18,585452.03,Essential
225,12/01/2023,Automotive,false,3776761327817,0.00,813.25,586265.28,Essential
226,12/01/2023,Home,true,3610486843667,1731.65,0.00,584533.63,Non-Essential
227,12/01/2023,Kids,true,3620733590022,4110.27,0.00,580423.36,Non-Essential
228,12/01/2023,Kids,true,3028254195349,3206.16,0.00,577217.20,Essential
229,12/01/2023,Grocery,true,3636275991491,4803.23,0.00,572413.97,Essential
230,12/01/2023,Toys,false,3709613568135,0.00,20.28,572434.25,Non-important
231,12/01/2023,Kids,true,3434266619448,4895.61,0.00,567538.64,Essential
232,12/01/2023,Garden,false,3597956229781,0.00,35.79,567574.43,Essential
233,13/01/2023,Automotive,true,3200537889517,3256.90,0.00,564317.53,Essential
234,13/01/2023,Toys,false,3586951036308,0.00,1611.97,565929.50,Essential
235,13/01/2023,Outdoors,false,3433480287748,0.00,194.44,566123.94,Essential
236,13/01/2023,Computers,false,3779715105504,0.00,161.28,566285.22,Non-Essential
237,13/01/2023,Clothing,false,3202919923400,0.00,2026.14,568311.36,Non-important
238,13/01/2023,Kids,true,3136399544130,3004.94,0.00,565306.42,Essential
239,13/01/2023,Games,true,3607600160487,2699.57,0.00,562606.85,Essential
240,13/01/2023,Automotive,false,3933150106939,0.00,832.82,563439.67,Non-important
241,13/01/2023,Beauty,true,3073844279678,1417.46,0.00,562022.21,Important
242,14/01/2023,Music,true,3976682241065,927.75,0.00,561094.46,Non-Essential
243,14/01/2023,Kids,true,3751329061489,35.18,0.00,561059.28,Non-Essential
244,14/01/2023,Tools,false,3049570561902,0.00,1573.99,562633.27,Non-Essential
245,14/01/2023,Books,false,3311648787924,0.00,696.96,563330.23,Essential
246,14/01/2023,Kids,false,3978467483062,0.00,1686.97,565017.20,Non-Essential
247,14/01/2023,Grocery,false,3557166033124,0.00,2224.42,567241.62,Non-Essential
248,14/01/2023,Industrial,false,3557673819794,0.00,2816.88,570058.50,Non-important
249,14/01/2023,Movies,true,3624605737495,3658.48,0.00,566400.02,Essential
250,14/01/2023,Industrial,false,3571519607122,0.00,1402.41,567802.43,Non-Essential
251,14/01/2023,Beauty,false,3149624300556,0.00,435.32,568237.75,Important
252,14/01/2023,Garden,false,3184337340835,0.00,2604.22,570841.97,Non-important
253,14/01/2023,Kids,true,3348415246821,4324.78,0.00,566517.19,Non-Essential
254,15/01/2023,Baby,true,3412697166658,2127.41,0.00,564389.78,Non-Essential
255,15/01/2023,Health,false,3804387186852,0.00,2748.95,567138.73,Essential
256,15/01/2023,Music,true,3875430876882,4339.26,0.00,562799.47,Important
257,15/01/2023,Health,false,3622952726268,0.00,2781.28,565580.75,Essential
258,15/01/2023,Books,true,3787492522892,4405.82,0.00,561174.93,Non-Essential
259,15/01/2023,Jewelry,true,3616574385633,1076.45,0.00,560098.48,Non-Essential
260,15/01/2023,Industrial,false,3246017883897,0.00,2461.48,562559.96,Non-important
261,15/01/2023,Outdoors,false,3043562993308,0.00,2415.28,564975.24,Important
262,15/01/2023,Shoes,false,3612234215251,0.00,2141.05,567116.29,Non-important
263,15/01/2023,Electronics,false,3901701474150,0.00,2608.34,569724.63,Important
264,15/01/2023,Home,true,3757851408644,1396.92,0.00,568327.71,Non-Essential
265,15/01/2023,Movies,true,3639881292929,4773.41,0.00,563554.30,Non-important
266,15/01/2023,Games,false,3267419547271,0.00,430.56,563984.86,Essential
267,16/01/2023,Movies,true,3165473727403,3474.41,0.00,560510.45,Essential
268,16/01/2023,Movies,false,3377054863260,0.00,442.32,560952.77,Important
269,16/01/2023,Clothing,true,3380665293457,4187.57,0.00,556765.20,Non-Essential
270,16/01/2023,Shoes,false,3177232070876,0.00,52.29,556817.49,Non-Essential
271,16/01/2023,Garden,true,3676410052247,3371.04,0.00,553446.45,Non-Essential
272,16/01/2023,Sports,true,3855733434544,1877.90,0.00,551568.55,Non-important
273,16/01/2023,Tools,false,3416389760982,0.00,1399.23,552967.78,Important
274,16/01/2023,Shoes,true,3205845370277,2896.07,0.00,550071.71,Non-important
275,16/01/2023,Games,false,3343511170036,0.00,417.20,550488.91,Essential
276,17/01/2023,Health,true,3846917428098,889.14,0.00,549599.77,Important
277,17/01/2023,Movies,false,3914035448647,0.00,2121.72,551721.49,Non-Essential
278,17/01/2023,Home,true,3392850683762,221.08,0.00,551500.41,Non-Essential
279,17/01/2023,Clothing,true,3036672994336,722.53,0.00,550777.88,Non-important
280,17/01/2023,Movies,false,3983829428997,0.00,960.49,551738.37,Important
281,17/01/2023,Shoes,true,3376807817240,3351.33,0.00,548387.04,Important
282,17/01/2023,Movies,true,3783530088153,1317.43,0.00,547069.61,Essential
283,18/01/2023,Baby,true,3767312519727,1919.63,0.00,545149.98,Non-important
284,18/01/2023,Tools,false,3959283840896,0.00,2419.97,547569.95,Non-important
285,18/01/2023,Electronics,true,3797746378397,4631.59,0.00,542938.36,Non-Essential
286,18/01/2023,Garden,true,3585652241612,4150.57,0.00,538787.79,Non-important
287,18/01/2023,Tools,true,3771887263984,2052.16,0.00,536735.63,Important
288,18/01/2023,Computers,false,3913528720623,0.00,2217.58,538953.21,Non-important
289,18/01/2023,Jewelry,false,3501162341598,0.00,557.90,539511.11,Non-important
290,18/01/2023,Toys,true,3792427928202,4313.00,0.00,535198.11,Non-Essential
291,18/01/2023,Games,true,3479327434300,3829.89,0.00,531368.22,Non-Essential
292,18/01/2023,Home,true,3189988721883,749.43,0.00,530618.79,Important
293,18/01/2023,Grocery,false,3991691621741,0.00,1877.53,532496.32,Important
294,18/01/2023,Industrial,false,3713105397228,0.00,2577.70,535074.02,Non-important
295,18/01/2023,Sports,true,3984294920610,4522.61,0.00,530551.41,Non-important
296,18/01/2023,Tools,true,3627140918404,1516.33,0.00,529035.08,Non-important
297,18/01/2023,Garden,true,3428771848603,4216.57,0.00,524818.51,Non-important
298,18/01/2023,Kids,true,3843499442682,686.44,0.00,524132.07,Non-important
299,19/01/2023,Shoes,false,3532431677634,0.00,427.23,524559.30,Essential
300,19/01/2023,Grocery,true,3677258851066,4283.31,0.00,520275.99,Non-important
301,19/01/2023,Health,true,3932497092034,3075.72,0.00,517200.27,Important
302,19/01/2023,Grocery,true,3441910304522,3986.78,0.00,513213.49,Non-Essential
303,19/01/2023,Music,true,3657881856923,1264.48,0.00,511949.01,Essential
304,19/01/2023,Games,false,3529159372225,0.00,1054.47,513003.48,Essential
305,20/01/2023,Kids,false,3005345531757,0.00,862.15,513865.63,Essential
306,20/01/2023,Toys,true,3382616841311,2968.07,0.00,510897.56,Essential
307,20/01/2023,Jewelry,false,3346559432434,0.00,1833.91,512731.47,Non-Essential
308,20/01/2023,Grocery,true,3458990007994,4736.69,0.00,507994.78,Non-important
309,20/01/2023,Sports,false,3995318608382,0.00,185.08,508179.86,Essential
310,20/01/2023,Toys,false,3519231791075,0.00,476.20,508656.06,Important
311,20/01/2023,Home,true,3174790627387,3018.15,0.00,505637.91,Essential
312,20/01/2023,Computers,false,3656879395423,0.00,2881.65,508519.56,Essential
313,20/01/2023,Industrial,false,3473027948101,0.00,2439.90,510959.46,Non-Essential
314,21/01/2023,Books,true,3325312290954,3933.09,0.00,507026.37,Non-Essential
315,21/01/2023,Movies,true,3469925079478,191.22,0.00,506835.15,Essential
316,21/01/2023,Baby,false,3554335600452,0.00,2424.55,509259.70,Essential
317,21/01/2023,Music,true,3687241455755,1960.17,0.00,507299.53,Important
318,21/01/2023,Kids,true,3689076881079,2195.76,0.00,505103.77,Essential
319,21/01/2023,Kids,true,3975317038121,2181.82,0.00,502921.95,Essential
320,21/01/2023,Computers,true,3957581308263,1028.10,0.00,501893.85,Non-Essential
321,21/01/2023,Sports,false,3272505317568,0.00,2014.03,503907.88,Important
322,21/01/2023,Baby,true,3869384013244,2190.25,0.00,501717.63,Essential
323,21/01/2023,Movies,false,3385328603689,0.00,406.26,502123.89,Important
324,22/01/2023,Health,true,3413212229567,4282.93,0.00,497840.96,Non-Essential
325,22/01/2023,Shoes,false,3387800924944,0.00,1624.78,499465.74,Important
326,22/01/2023,Baby,false,3456543348774,0.00,1925.48,501391.22,Non-Essential
327,22/01/2023,Shoes,false,3664158073626,0.00,1387.44,502778.66,Non-Essential
328,22/01/2023,Sports,false,3811429988972,0.00,2805.10,505583.76,Non-important
329,22/01/2023,Books,false,3589775698230,0.00,1908.95,507492.71,Important
330,22/01/2023,Computers,true,3346936248567,536.26,0.00,506956.45,Essential
331,22/01/2023,Clothing,true,3708397898845,1018.82,0.00,505937.63,Important
332,22/01/2023,Jewelry,false,3403621075037,0.00,1594.91,507532.54,Non-important
333,22/01/2023,Home,true,3107021319411,1320.56,0.00,506211.98,Non-important
334,23/01/2023,Industrial,false,3873723049204,0.00,1257.37,507469.35,Important
335,23/01/2023,Electronics,true,3190028254348,422.56,0.00,507046.79,Essential
336,23/01/2023,Baby,false,3715197852521,0.00,1431.90,508478.69,Important
337,23/01/2023,Jewelry,false,3463937812412,0.00,1321.52,509800.21,Non-important
338,23/01/2023,Computers,false,3355121082568,0.00,390.02,510190.23,Non-important
339,23/01/2023,Baby,true,3154215151144,2104.51,0.00,508085.72,Non-important
340,23/01/2023,Home,false,3890624544467,0.00,1659.24,509744.96,Essential
341,23/01/2023,Shoes,false,3443593749404,0.00,1268.83,511013.79,Non-Essential
342,23/01/2023,Health,true,3542015435024,2918.19,0.00,508095.60,Important
343,23/01/2023,Music,true,3695992782612,3739.69,0.00,504355.91,Non-important
344,24/01/2023,Computers,true,3600529507047,451.17,0.00,503904.74,Important
345,24/01/2023,Jewelry,false,3460396193281,0.00,680.38,504585.12,Non-important
346,24/01/2023,Industrial,true,3352039132553,2188.24,0.00,502396.88,Important
347,24/01/2023,Games,false,3135190555273,0.00,261.04,502657.92,Non-important
348,24/01/2023,Tools,true,3065242360568,1027.68,0.00,501630.24,Important
349,24/01/2023,Clothing,true,3471761993415,1202.29,0.00,500427.95,Non-Essential
350,24/01/2023,Computers,false,3590247587771,0.00,2662.32,503090.27,Non-Essential
