row,Txn Date,Description,Transfer To/From,Ref No./Cheque No.,Debit,Credit,Balance,Class
161,08/01/2023,Games,false,1177054627052,0.00,1706.41,347232.08,Important
162,08/01/2023,Jewelry,false,1397730295820,0.00,3135.43,350367.51,Essential
163,09/01/2023,Garden,true,1314815020337,3329.69,0.00,347037.82,Non-Essential
164,09/01/2023,Electronics,false,1819924622714,0.00,2426.53,349464.35,Non-important
165,09/01/2023,Grocery,true,1775131737415,4699.32,0.00,344765.03,Essential
166,09/01/2023,Games,true,1952671516579,4021.45,0.00,340743.58,Essential
167,09/01/2023,Sports,false,1685125935239,0.00,2299.69,343043.27,Important
168,09/01/2023,Automotive,false,1366004575601,0.00,3275.35,346318.62,Essential
169,09/01/2023,Toys,true,1265545087584,3177.42,0.00,343141.20,Non-important
170,09/01/2023,Computers,false,1462967422083,0.00,2877.54,346018.74,Essential
171,09/01/2023,Baby,true,1192573332818,2736.10,0.00,343282.64,Non-important
172,09/01/2023,Electronics,true,1639373940174,563.52,0.00,342719.12,Non-important
173,09/01/2023,Sports,false,1971375090135,0.00,1713.47,344432.59,Important
174,09/01/2023,Computers,true,1717324534984,3827.02,0.00,340605.57,Essential
175,09/01/2023,Music,false,1001645990067,0.00,2032.19,342637.76,Non-important
176,10/01/2023,Garden,false,1337366768933,0.00,3692.23,346329.99,Important
177,10/01/2023,Books,false,1192542952887,0.00,734.21,347064.20,Non-Essential
178,10/01/2023,Toys,false,1224018720964,0.00,590.22,347654.42,Essential
179,10/01/2023,Books,false,1278497770308,0.00,3258.30,350912.72,Important
180,10/01/2023,Grocery,false,1838617278290,0.00,853.35,351766.07,Important
181,10/01/2023,Grocery,false,1942998045455,0.00,1704.08,353470.15,Important
182,10/01/2023,Beauty,true,1764149672126,607.19,0.00,352862.96,Essential
183,10/01/2023,Music,false,1112594127301,0.00,2714.28,355577.24,Non-Essential
184,10/01/2023,Books,true,1160441397734,3484.07,0.00,352093.17,Non-important
185,11/01/2023,Home,false,1011574406343,0.00,4612.63,356705.80,Important
186,11/01/2023,Jewelry,false,1991361959174,0.00,4509.93,361215.73,Essential
187,11/01/2023,Games,true,1583016388303,3332.85,0.00,357882.88,Important
188,11/01/2023,Jewelry,true,1347535727722,4049.79,0.00,353833.09,Non-important
189,11/01/2023,Games,false,1721872397417,0.00,2889.96,356723.05,Essential
190,11/01/2023,Kids,false,1219430220388,0.00,3262.00,359985.05,Non-important
191,11/01/2023,Electronics,true,1204072064962,2481.39,0.00,357503.66,Essential
192,11/01/2023,Industrial,true,1767786359392,277.96,0.00,357225.70,Non-important
193,11/01/2023,Automotive,false,1616111156003,0.00,1365.71,358591.41,Essential
194,12/01/2023,Kids,false,1447849502935,0.00,4200.43,362791.84,Non-Essential
195,12/01/2023,Kids,true,1558605550015,3439.86,0.00,359351.98,Important
196,12/01/2023,Tools,true,1359283461601,4066.16,0.00,355285.82,Non-Essential
197,12/01/2023,Automotive,true,1733415742999,710.20,0.00,354575.62,Important
198,12/01/2023,Sports,false,1576023049506,0.00,1801.53,356377.15,Essential
199,12/01/2023,Garden,false,1195231250431,0.00,2382.37,358759.52,Non-Essential
200,12/01/2023,Movies,false,1615467684998,0.00,2084.04,360843.56,Essential
201,12/01/2023,Jewelry,false,1709585006275,0.00,1673.16,362516.72,Non-important
202,12/01/2023,Clothing,true,1357153637664,4142.13,0.00,358374.59,Non-important
203,12/01/2023,Home,true,1303227510075,2578.23,0.00,355796.36,Non-Essential
204,12/01/2023,Clothing,false,1145215259523,0.00,160.02,355956.38,Non-Essential
205,12/01/2023,Beauty,false,1260780324432,0.00,4247.95,360204.33,Essential
206,12/01/2023,Clothing,true,1362785401175,2484.31,0.00,357720.02,Non-important
207,12/01/2023,Movies,false,1206410758754,0.00,3283.55,361003.57,Important
208,12/01/2023,Beauty,true,1139799221234,2826.56,0.00,358177.01,Non-Essential
209,13/01/2023,Outdoors,true,1867169154752,1730.09,0.00,356446.92,Non-Essential
210,13/01/2023,Music,true,1273452936680,4084.41,0.00,352362.51,Non-important
211,13/01/2023,Music,true,1777503558025,3399.91,0.00,348962.60,Non-important
212,13/01/2023,Jewelry,true,1548355649535,3581.89,0.00,345380.71,Important
213,13/01/2023,Grocery,true,1847160701218,4745.86,0.00,340634.85,Important
214,13/01/2023,Health,true,1872443446310,3858.69,0.00,336776.16,Important
215,13/01/2023,Music,true,1324110388095,3866.08,0.00,332910.08,Non-Essential
216,13/01/2023,Books,false,1481505816151,0.00,1116.96,334027.04,Non-important
217,14/01/2023,Kids,false,1847979675869,0.00,2218.32,336245.36,Essential
218,14/01/2023,Music,true,1632316899083,2118.53,0.00,334126.83,Non-Essential
219,14/01/2023,Computers,false,1014102143087,0.00,1139.88,335266.71,Non-Essential
220,14/01/2023,Tools,false,1259410158745,0.00,58.06,335324.77,Non-important
221,14/01/2023,Music,true,1309473372977,3158.69,0.00,332166.08,Essential
222,14/01/2023,Home,true,1000274269107,2064.25,0.00,330101.83,Essential
223,14/01/2023,Kids,false,1915419889322,0.00,2631.85,332733.68,Important
224,14/01/2023,Home,true,1374458583973,2491.94,0.00,330241.74,Non-important
225,14/01/2023,Clothing,false,1936558227236,0.00,1217.81,331459.55,Non-Essential
226,14/01/2023,Books,true,1341932636564,1874.40,0.00,329585.15,Important
227,14/01/2023,Books,false,1020991172147,0.00,3050.68,332635.83,Essential
228,15/01/2023,Games,false,1645171773836,0.00,2007.16,334642.99,Non-Essential
229,15/01/2023,Grocery,true,1550714076298,2303.87,0.00,332339.12,Essential
230,15/01/2023,Grocery,true,1458125065890,2582.15,0.00,329756.97,Essential
231,15/01/2023,Beauty,false,1037758770585,0.00,4020.34,333777.31,Non-important
232,15/01/2023,Shoes,true,1033937403545,2576.81,0.00,331200.50,Essential
233,15/01/2023,Clothing,true,1786520795248,4078.70,0.00,327121.80,Non-important
234,15/01/2023,Music,true,1684594253225,930.25,0.00,326191.55,Non-important
235,15/01/2023,Sports,false,1663555795041,0.00,1196.90,327388.45,Essential
236,15/01/2023,Garden,false,1092530794446,0.00,4834.56,332223.01,Important
237,15/01/2023,Toys,true,1025262480212,2842.06,0.00,329380.95,Non-important
238,15/01/2023,Garden,false,1764570428314,0.00,1380.03,330760.98,Non-Essential
239,15/01/2023,Industrial,true,1266278152102,4208.20,0.00,326552.78,Essential
240,15/01/2023,Computers,true,1831545171491,3389.88,0.00,323162.90,Essential
241,15/01/2023,Baby,false,1945822666351,0.00,2871.09,326033.99,Essential
242,15/01/2023,Outdoors,false,1818055062543,0.00,3913.51,329947.50,Non-Essential
243,15/01/2023,Jewelry,false,1271594208064,0.00,3926.57,333874.07,Important
244,15/01/2023,Music,true,1957760818465,2298.30,0.00,331575.77,Important
245,16/01/2023,Home,false,1515347891402,0.00,2323.36,333899.13,Non-Essential
246,16/01/2023,Kids,true,1555924032682,3352.71,0.00,330546.42,Non-important
247,16/01/2023,Tools,false,1379100098007,0.00,635.11,331181.53,Non-important
248,16/01/2023,Shoes,true,1868281539037,2738.73,0.00,328442.80,Non-important
249,16/01/2023,Books,false,1380859857120,0.00,4050.01,332492.81,Non-important
250,16/01/2023,Sports,false,1078223307129,0.00,4300.74,336793.55,Non-Essential
251,16/01/2023,Shoes,true,1433903914585,568.58,0.00,336224.97,Non-Essential
252,16/01/2023,Kids,false,1619828251337,0.00,2365.32,338590.29,Non-Essential
253,16/01/2023,Toys,false,1165240058266,0.00,1495.64,340085.93,Non-Essential
254,16/01/2023,Automotive,false,1397427896840,0.00,2484.95,342570.88,Essential
255,16/01/2023,Shoes,true,1386277208603,4219.18,0.00,338351.70,Non-Essential
256,17/01/2023,Sports,false,1828074320652,0.00,3307.42,341659.12,Non-Essential
257,17/01/2023,Baby,true,1457384834969,1780.27,0.00,339878.85,Important
258,17/01/2023,Beauty,true,1033892508286,86.48,0.00,339792.37,Non-Essential
259,17/01/2023,Beauty,false,1602327703897,0.00,181.29,339973.66,Essential
260,17/01/2023,Industrial,false,1243413441977,0.00,3427.28,343400.94,Essential
261,17/01/2023,Baby,false,1284000884113,0.00,1069.86,344470.80,Non-Essential
262,18/01/2023,Sports,true,1033115282812,2429.03,0.00,342041.77,Important
263,18/01/2023,Health,false,1475990694012,0.00,429.90,342471.67,Essential
264,18/01/2023,Outdoors,true,1778090182344,1750.04,0.00,340721.63,Non-important
265,18/01/2023,Grocery,false,1425972873088,0.00,1754.43,342476.06,Essential
266,18/01/2023,Books,false,1703284161515,0.00,1109.97,343586.03,Essential
267,18/01/2023,Baby,true,1660057184721,2533.97,0.00,341052.06,Important
268,18/01/2023,Health,true,1326367069633,1164.52,0.00,339887.54,Essential
269,18/01/2023,Sports,true,1858823953853,4033.80,0.00,335853.74,Non-important
270,18/01/2023,Outdoors,true,1510673238894,2705.76,0.00,333147.98,Important
271,18/01/2023,Jewelry,false,1719868556157,0.00,1420.13,334568.11,Non-Essential
272,18/01/2023,Toys,true,1880779075052,712.38,0.00,333855.73,Non-Essential
273,19/01/2023,Books,true,1942826636102,4846.13,0.00,329009.60,Non-important
274,19/01/2023,Grocery,false,1315539734331,0.00,1806.93,330816.53,Essential
275,19/01/2023,Clothing,false,1943340331860,0.00,4585.96,335402.49,Essential
276,19/01/2023,Sports,false,1965765644166,0.00,3132.37,338534.86,Important
277,19/01/2023,Electronics,false,1909840236305,0.00,2806.37,341341.23,Non-important
278,19/01/2023,Shoes,false,1222464190899,0.00,4916.12,346257.35,Non-Essential
279,19/01/2023,Sports,true,1106747320098,714.23,0.00,345543.12,Non-important
280,19/01/2023,Movies,false,1790741085799,0.00,3872.87,349415.99,Important
281,19/01/2023,Kids,true,1032101188201,2988.96,0.00,346427.03,Important
282,19/01/2023,Automotive,false,1197443730665,0.00,2458.61,348885.64,Important
283,19/01/2023,Clothing,true,1518267799054,2960.08,0.00,345925.56,Non-Essential
284,19/01/2023,Shoes,false,1488222571674,0.00,4309.55,350235.11,Non-important
285,19/01/2023,Toys,false,1555700725882,0.00,1963.84,352198.95,Non-important
286,19/01/2023,Garden,false,1905534340032,0.00,1083.06,353282.01,Non-important
287,19/01/2023,Home,true,1539516176771,658.32,0.00,352623.69,Important
288,19/01/2023,Outdoors,false,1069897487236,0.00,634.91,353258.60,Essential
289,19/01/2023,Baby,true,1316251645690,1854.84,0.00,351403.76,Important
290,20/01/2023,Automotive,false,1853604137466,0.00,2939.64,354343.40,Important
291,20/01/2023,Industrial,false,1150205534621,0.00,450.87,354794.27,Important
292,20/01/2023,Industrial,false,1386517771734,0.00,967.76,355762.03,Important
293,20/01/2023,Electronics,false,1698447777985,0.00,3651.00,359413.03,Essential
294,20/01/2023,Books,true,1309973044593,2909.11,0.00,356503.92,Non-Essential
295,20/01/2023,Books,false,1067058297888,0.00,4869.22,361373.14,Non-Essential
296,20/01/2023,Home,false,1046921388555,0.00,4856.75,366229.89,Non-important
297,20/01/2023,Sports,false,1940903147809,0.00,2172.29,368402.18,Non-Essential
298,20/01/2023,Outdoors,false,1144485055172,0.00,2750.02,371152.20,Essential
299,20/01/2023,Garden,true,1123241762129,409.58,0.00,370742.62,Important
300,20/01/2023,Jewelry,false,1680321354354,0.00,681.23,371423.85,Essential
301,20/01/2023,Books,false,1796175089622,0.00,2195.95,373619.80,Non-important
302,20/01/2023,Movies,false,1411177213349,0.00,4131.58,377751.38,Important
303,20/01/2023,Kids,false,1958660834450,0.00,4191.46,381942.84,Important
304,21/01/2023,Clothing,false,1828176468644,0.00,1462.49,383405.33,Essential
305,21/01/2023,Home,true,1681852452382,4520.34,0.00,378884.99,Important
306,21/01/2023,Tools,true,1759371353264,1868.03,0.00,377016.96,Essential
307,21/01/2023,Grocery,true,1699030490410,1904.62,0.00,375112.34,Essential
308,21/01/2023,Kids,false,1378808153335,0.00,1992.50,377104.84,Important
309,21/01/2023,Electronics,false,1088079142551,0.00,4102.70,381207.54,Non-important
310,21/01/2023,Garden,false,1720926083712,0.00,1337.16,382544.70,Essential
311,21/01/2023,Electronics,true,1514575106129,617.21,0.00,381927.49,Essential
312,21/01/2023,Games,false,1279198939587,0.00,3984.41,385911.90,Non-important
313,21/01/2023,Games,true,1594985599456,3326.57,0.00,382585.33,Essential
314,21/01/2023,Grocery,false,1062026128575,0.00,1096.72,383682.05,Non-Essential
315,21/01/2023,Kids,true,1533205971272,870.76,0.00,382811.29,Essential
316,21/01/2023,Automotive,true,1920244779256,217.86,0.00,382593.43,Non-Essential
317,21/01/2023,Grocery,false,1901803379401,0.00,2130.93,384724.36,Important
318,21/01/2023,Kids,true,1564906507582,1916.48,0.00,382807.88,Important
319,22/01/2023,Industrial,false,1053765430167,0.00,3599.76,386407.64,Essential
320,22/01/2023,Automotive,false,1374243917996,0.00,194.45,386602.09,Non-Essential
321,22/01/2023,Beauty,true,1657980096139,918.24,0.00,385683.85,Non-important
322,22/01/2023,Electronics,false,1120559723883,0.00,593.54,386277.39,Non-Essential
323,22/01/2023,Music,true,1729180591412,718.64,0.00,385558.75,Non-important
324,22/01/2023,Movies,true,1988746605565,2756.79,0.00,382801.96,Important
325,23/01/2023,Garden,false,1681675570494,0.00,2040.98,384842.94,Non-Essential
326,23/01/2023,Home,true,1540450223331,4172.11,0.00,380670.83,Non-Essential
327,23/01/2023,Beauty,false,1040384774506,0.00,3842.77,384513.60,Non-Essential
328,23/01/2023,Beauty,true,1444130184975,149.86,0.00,384363.74,Non-important
329,23/01/2023,Industrial,true,1486938034431,4195.20,0.00,380168.54,Essential
330,23/01/2023,Industrial,true,1224258698493,824.98,0.00,379343.56,Non-important
331,23/01/2023,Electronics,true,1196216076117,3953.14,0.00,375390.42,Essential
332,23/01/2023,Electronics,false,1556711873917,0.00,181.34,375571.76,Important
333,23/01/2023,Games,false,1476846730190,0.00,3047.03,378618.79,Non-Essential
334,23/01/2023,Garden,true,1197333932736,363.31,0.00,378255.48,Non-Essential
335,24/01/2023,Games,true,1440996580111,323.80,0.00,377931.68,Non-Essential
336,24/01/2023,Industrial,false,1006213154424,0.00,3419.95,381351.63,Important
337,24/01/2023,Music,true,1030260921847,4039.24,0.00,377312.39,Important
338,24/01/2023,Automotive,true,1211635575102,2799.69,0.00,374512.70,Non-Essential
339,24/01/2023,Health,false,1002337599253,0.00,4261.36,378774.06,Non-important
340,24/01/2023,Automotive,false,1943605285752,0.00,4275.57,383049.63,Essential
341,24/01/2023,Movies,true,1977843416841,1568.50,0.00,381481.13,Essential
342,24/01/2023,Industrial,false,1037947344001,0.00,2159.83,383640.96,Non-Essential
343,25/01/2023,Outdoors,true,1773068253960,3023.28,0.00,380617.68,Non-Essential
344,25/01/2023,Movies,false,1355360666931,0.00,3601.91,384219.59,Non-Essential
345,25/01/2023,Tools,false,1419850681921,0.00,1476.11,385695.70,Non-important
346,25/01/2023,Health,true,1536499700152,1255.39,0.00,384440.31,Non-important
347,25/01/2023,Grocery,true,1981677439490,2990.73,0.00,381449.58,Non-Essential
348,25/01/2023,Kids,false,1013631188645,0.00,518.23,381967.81,Non-Essential
